deepseekr1,llama3,meditronv3
0.5287767230318143,0.8052705607066551,0.0
0.8007201644922456,0.6987605439499021,0.0
0.6656124980532026,0.6601688138076237,0.0
0.7774284276289537,0.6248392012829964,0.0
0.3611447459293736,0.8521400277635881,0.0
0.7262457908752064,0.5653921554868038,0.0
0.4185799022459171,0.8309349468485876,0.0
0.7945458609610796,0.695001816128691,0.0
0.7178182682316554,0.7729700384113718,0.0
0.7247435644916866,0.7565022965427488,0.0
0.44442876977846024,0.7546344961738214,0.0
0.5912787523610812,0.7502331539160676,0.0
0.6457628598926883,0.8873150644495207,0.0
0.25612909981588783,0.7686130483276569,0.0
0.5356984005775303,0.8731272564354268,0.0
0.47710788372511925,0.7396249348440995,0.0
0.41559501870402266,0.6908833592791449,0.0
0.6091418816149234,0.8417191354557871,0.0
0.7213828075353218,0.6859056889079511,0.0
0.7079016604509792,0.7389751851026501,0.0
0.8147303858198799,0.8264318340058837,0.0
0.4299257179256529,0.7919817301134269,0.0
0.6639495051578816,0.7345794983208179,0.0
0.6383774301835469,0.709861123668296,0.0
0.4300670896967252,0.7448285166174173,0.0
